id	label_en	synonym_en	label_ja	synonym_ja
NANDO:1200538	[Shitei] obosolete Neurodegeneration with brain iron accumulation type 2B	Atypical neuroaxonal dystrophy|atypical NAD|NBIA2B	[指定] obsolete NBIA2b	乳児神経軸索ジストロフィー（非典型例）
NANDO:1200539	[Shitei] Neurodegeneration with brain iron accumulation type 3	Neuroferritinopathy|NBIA 3	[指定] 脳内鉄沈着神経変性症３型	神経フェリチン症
NANDO:1200540	[Shitei] Neurodegeneration with brain iron accumulation type 4	Hereditary ceruloplasmin deficiency|Aceruloplasminemia|Mitochondrial membrane protein-associated neurodegeneration|MPAN|NBIA4	[指定] 脳内鉄沈着神経変性症4型	無セルロプラスミン血症
NANDO:1200541	[Shitei] Fatty acid hydroxylase-associated neurodegeneration	FAHN|Spastic paraplegia 35|SPG35|Dysmyelinating leukodystrophy and spastic paraparasis with or without dystonia	[指定] FAHN	脂肪酸水酸化酵素変異に伴う神経変性症
NANDO:1200542	[Shitei] Neurodegeneration with brain iron accumulation	NBIA	[指定] 脳内鉄沈着神経変性症	神経フェリチン症
NANDO:1200543	[Shitei] Superficial siderosis	Brain table hemosiderosis	[指定] 脳表ヘモジデリン沈着症	
NANDO:1200544	[Shitei] HTRA1-Related Cerebral Small Vessel Disease	Cerebral autosomal recessive arteriopathy with baldness and degenerative spondylosis|Autosomal recessive leukoencephalopathy with baldness and degenerative spondylosis|CARASIL|Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy	[指定] ＨＴＲＡ１関連脳小血管病	CARASIL|禿頭と変形性脊椎症を伴う常染色体劣性白質脳症
NANDO:1200545	[Shitei] Cerebral autosomal dominant arteriopathy with subcortical infarct and leukoencephalopathy	Autosomal dominant cerebral artery disease with subcortical infarct and leukoencephalopathy|Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy|CADASIL	[指定] 皮質下梗塞と白質脳症を伴う常染色体優性脳動脈症	CADASIL
NANDO:1200546	[Shitei] Hereditary diffuse leukoencephalopathy with spheroid	HDLS	[指定] 神経軸索スフェロイド形成を伴う遺伝性びまん性白質脳症	
NANDO:1200547	[Shitei] Perry disease	Perry syndrome	[指定] ペリー病	Perry症候群|ペリー症候群
NANDO:1200548	[Shitei] Frontotemporal lobar degeneration	FTLD	[指定] 前頭側頭葉変性症	
NANDO:1200549	[Shitei] Behavioral variant frontotemporal dementia	bvFTD	[指定] （行動異常型）前頭側頭型認知症	行動異常型前頭側頭型認知症
NANDO:1200550	[Shitei] Semantic dementia	SD	[指定] 意味性認知症	
NANDO:1200551	[Shitei] Bickerstaff's brainstem encephalitis	Bickerstaff brainstem encephalitis|Vickers staff brainstem encephalitis	[指定] ビッカースタッフ脳幹脳炎	Bickerstaff型脳幹脳炎
NANDO:1200552	[Shitei] Acute encephalopathy with biphasic seizures and late reduced diffusion	AESD	[指定] 痙攣重積型（二相性）急性脳症	痙攣重積型急性脳症
NANDO:1200553	[Shitei] Congenital insensitivity to pain with anhidrosis	CIPA	[指定] 先天性無痛無汗症	
NANDO:1200554	[Shitei] Alexander disease	AxD	[指定] アレキサンダー病	Alexander病
NANDO:1200555	[Shitei] Alexander disease type I	Cerebral Alexander disease|Type I AxD	[指定] 大脳優位型アレキサンダー病	1型アレキサンダー病
NANDO:1200556	[Shitei] Alexander disease type II	Bulbospinal Alexander disease|Type II AxD	[指定] 延髄・脊髄優位型アレキサンダー病	2型アレキサンダー病
NANDO:1200557	[Shitei] Alexander disease type III		[指定] 中間型アレキサンダー病	3型アレキサンダー病
NANDO:1200558	[Shitei] Congenital suprabulbar paresis	Congenital supranuclear bulbar palsy|Worster-Drought syndrome	[指定] 先天性核上性球麻痺	ウースター・ドロート症候群
NANDO:1200559	[Shitei] Moebius syndrome	Möbius syndrome	[指定] メビウス症候群	Moebius症候群
NANDO:1200560	[Shitei] Septo-optic dysplasia / De Morsier syndrome	SOD	[指定] 中隔視神経形成異常症／ドモルシア症候群	中隔視神経形成異常症／De Morsier症候群
NANDO:1200561	[Shitei] Septo-optic dysplasia	De Morsier syndrome|SOD	[指定] 中隔視神経形成異常症	ドモルシア症候群|De Morsier症候群|中隔視神経異常症|中隔視神経異形成症
NANDO:1200562	[Shitei] Aicardi syndrome		[指定] アイカルディ症候群	Aicardi症候群
NANDO:1200563	[Shitei] Hemimegalencephaly		[指定] 片側巨脳症	
NANDO:1200564	[Shitei] Focal cortical dysplasia	FCD	[指定] 限局性皮質異形成	FCD
NANDO:1200565	[Shitei] Focal cortical dysplasia type 1a	FCD type 1a|Focal cortical dysplasia type Ia	[指定] 限局性皮質異形成タイプ1a	FCD タイプ1a
NANDO:1200566	[Shitei] Focal cortical dysplasia type 1b	FCD type 1b|Focal cortical dysplasia type Ib	[指定] 限局性皮質異形成タイプ1b	FCD タイプ1b
NANDO:1200567	[Shitei] Focal cortical dysplasia type 1c	FCD type 1c|Focal cortical dysplasia type Ic	[指定] 限局性皮質異形成タイプ1c	FCD タイプ1c
NANDO:1200568	[Shitei] Focal cortical dysplasia type 2a	FCD type 2a|Focal cortical dysplasia type IIa	[指定] 限局性皮質異形成タイプ2a	FCD タイプ2a
NANDO:1200569	[Shitei] Focal cortical dysplasia type 2b	FCD type 2b|Focal cortical dysplasia type IIb	[指定] 限局性皮質異形成タイプ2b	FCD タイプ2b
NANDO:1200570	[Shitei] Focal cortical dysplasia type 3a	FCD type 3a|Focal cortical dysplasia type IIIa	[指定] 限局性皮質異形成タイプ3a	FCD タイプ3a
NANDO:1200571	[Shitei] Focal cortical dysplasia type 3b	FCD type 3b|Focal cortical dysplasia type IIIb	[指定] 限局性皮質異形成タイプ3b	FCD タイプ3b
NANDO:1200572	[Shitei] Focal cortical dysplasia type 3c	FCD Type 3c|Focal cortical dysplasia type IIIc	[指定] 限局性皮質異形成タイプ3c	FCD タイプ3c
NANDO:1200573	[Shitei] Focal cortical dysplasia type 3d	FCD type 3d|Focal cortical dysplasia type IIId	[指定] 限局性皮質異形成タイプ3d	FCD タイプ3d
NANDO:1200574	[Shitei] Neuronal migration defects	Lissencephaly|Nerve cell migration disorders|Miller-Dieker syndrom	[指定] 神経細胞移動異常症	
NANDO:1200575	[Shitei] Congenital hypomyelinating leukodystrophy	Congenital cerebral white matter aplasia	[指定] 先天性大脳白質形成不全症	
NANDO:1200576	[Shitei] Pelizaeus-Merzbacher disease	PMD	[指定] ペリツェウス・メルツバッハ病	PMD|Pelizaeus-Merzbacher病
NANDO:1200577	[Shitei] Pelizaeus-Merzbacher like disease	PMLD1|Pelizaeus-Merzbacher like disease 1	[指定] ペリツェウス・メルツバッハ様病１	Pelizaeus-Merzbacher様病１
NANDO:1200578	[Shitei] Hypomyelination with atrophy of the basal ganglia and cerebellum	HABC	[指定] 基底核および小脳萎縮を伴う髄鞘形成不全症	
NANDO:1200579	[Shitei] 18q-syndrome		[指定] 18q欠失症候群	
NANDO:1200580	[Shitei] Allan-Herndon-Dudley syndrome	AHDS|Monocarboxylate transporter 8 deficiency	[指定] アラン・ハーンドン・タドリー症候群	MCT8欠損症|Allan-Herndon-Dudley症候群
NANDO:1200581	[Shitei] Mitochondrial Hsp60 chaperonopathy		[指定] HSP60シャペロン病	HSP60 chaperon病
NANDO:1200582	[Shitei] Salla disease	SD	[指定] サラ病	遊離シアル酸蓄積症（軽症型）|Salla病
NANDO:1200583	[Shitei] Diffuse cerebral hypomyelination with cerebellar atrophy and hypoplasia of the corpus callosum	ＨＣＡＨＣ	[指定] 小脳萎縮と脳梁低形成を伴うび漫性大脳白質形成不全症	
NANDO:1200584	[Shitei] Hypomyelination and congenital cataract	HCC	[指定] 先天性白内障を伴う髄鞘形成不全症	
NANDO:1200585	[Shitei] Ataxia, delayed dentition, and hypomyelination syndrome	ADDH	[指定] 失調、歯牙低形成を伴う髄鞘形成不全症	
NANDO:1200586	[Shitei] Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, and Hirschsprung disease	PCWH	[指定] 脱髄型末梢神経障害、中枢性髄鞘形成不全症、ワーデンバーグ症候群、ヒルシュスプルング病	脱髄型末梢神経障害、中枢性髄鞘形成不全症、Waardenburg症候群、Hirschsprung病
NANDO:1200587	[Shitei] Dravet syndrome	Dorabe syndrome	[指定] ドラベ症候群	
NANDO:1200588	[Shitei] Mesial temporal lobe epilepsy with bilateral hippocampal sclerosis	Mesial temporal lobe epilepsy with hippocampal sclerosis	[指定] 海馬硬化を伴う内側側頭葉てんかん	
NANDO:1200589	[Shitei] Myoclonic absence epilepsy	Epilepsy with myoclonic absence|EMA	[指定] ミオクロニー欠神てんかん	
NANDO:1200590	[Shitei] Epilepsy with myoclonic atonic seizures	Epilepsy with myoclonic cataplexy	[指定] ミオクロニー脱力発作を伴うてんかん	
NANDO:1200591	[Shitei] Lennox-Gastaut syndrome		[指定] レノックス・ガストー症候群	Lennox-Gastaut症候群
NANDO:1200592	[Shitei] West syndrome	Infantile spasms	[指定] ウエスト症候群	点頭てんかん|West症候群
NANDO:1200593	[Shitei] Ohtahara syndrome	Early infantile epileptic encephalopathy with suppression burst	[指定] 大田原症候群	早期乳児てんかん性脳症
NANDO:1200594	[Shitei] Early myoclonic encephalopathy		[指定] 早期ミオクロニー脳症	EME
NANDO:1200595	[Shitei] Epilepsy of infancy with migrating focal seizures	Infant epilepsy with migratory focus seizure|Migrating partial seizures in infancy|EIMFS	[指定] 遊走性焦点発作を伴う乳児てんかん	
NANDO:1200596	[Shitei] Hemiconvulsion-hemiplegia-epilepsy syndrome	One side convulsions, hemiplegia epilepsy syndrome|HHE	[指定] 片側痙攣・片麻痺・てんかん症候群	
NANDO:1200597	[Shitei] Ring chromosome 20 syndrome	Ring chromosome 20 epilepsy syndrome	[指定] 環状20番染色体症候群	
NANDO:1200598	[Shitei] Rasmussen's encephalitis	Rasmussen encephalitis	[指定] ラスムッセン脳炎	Rasmussen脳炎
NANDO:1200599	[Shitei] PCDH19-related syndrome	PCDH19 epilepsy|PCDH19-related epilepsy|Epilepsy and mental retardation limited to females|EFMR	[指定] PCDH19関連症候群	PCDH19関連てんかん
NANDO:1200600	[Shitei] Acute encephalitis with refractory, repetitive partial seizures	Refractory frequent partial seizures intussusception acute encephalitis|AERRPS	[指定] 難治頻回部分発作重積型急性脳炎	
NANDO:1200601	[Shitei] Epileptic encephalopathy with continuous spike-and-wave during sleep	Epilepsy with continuous spikes and waves during slow sleep	[指定] 徐波睡眠期持続性棘徐波を示すてんかん性脳症	
NANDO:1200602	[Shitei] Landau-Kleffner syndrome	Acquired aphasia with convulsive disorder	[指定] ランドウ・クレフナー症候群	Landau-Kleffner症候群
NANDO:1200603	[Shitei] Rett syndrome		[指定] レット症候群	Rett症候群
NANDO:1200604	[Shitei] Typical Rett syndrome		[指定] 典型的レット症候群	典型的Rett症候群
NANDO:1200605	[Shitei] Atypical Rett syndrome		[指定] 非典型的レット症候群	非典型的Rett症候群
NANDO:1200606	[Shitei] Sturge-Weber syndrome		[指定] スタージ・ウェーバー症候群	
NANDO:1200607	[Shitei] Tuberous sclerosis complex	Tuberous sclerosis|TSC	[指定] 結節性硬化症	
NANDO:1200608	[Shitei] Xeroderma pigmentosum	XP	[指定] 色素性乾皮症	
NANDO:1200609	[Shitei] Congenital ichthyosis		[指定] 先天性魚鱗癬	
NANDO:1200610	[Shitei] Keratinopathic ichthyosis		[指定] ケラチン症性魚鱗癬	
NANDO:1200611	[Shitei] Autosomal dominant epidermolytic ichthyosis		[指定] 常染色体優性表皮融解性魚鱗癬	
NANDO:1200612	[Shitei] Autosomal recessive epidermolytic ichthyosis		[指定] 常染色体劣性表皮融解性魚鱗癬	
NANDO:1200613	[Shitei] Superficial epidermolytic ichthyosis		[指定] 表在性表皮融解性魚鱗癬	
NANDO:1200614	[Shitei] Harlequin ichthyosis		[指定] 道化師様魚鱗癬	
NANDO:1200615	[Shitei] Autosomal recessive congenital ichthyosis excluding harlequin ichthyosis		[指定] 道化師様魚鱗癬以外の常染色体劣性遺伝性魚鱗癬	
NANDO:1200616	[Shitei] Congenital ichthyosiform erythroderma	Non-bullous congenital ichthyosiform erythroderma	[指定] 先天性魚鱗癬様紅皮症	
NANDO:1200617	[Shitei] Lamellar ichthyosis		[指定] 葉状魚鱗癬	
NANDO:1200618	[Shitei] Ichthyosis syndrome		[指定] 魚鱗癬症候群	
NANDO:1200619	[Shitei] obsolete Netherton syndrome		[指定] obsolete ネザートン症候群	Netherton症候群
NANDO:1200620	[Shitei] Sjögren-Larsson syndrome	Sjogren-Larsson syndrome	[指定] シェーグレン・ラルソン症候群	Sjögren-Larsson症候群
NANDO:1200621	[Shitei] Keratitis-ichthyosis-deafness syndrome	KID syndrome	[指定] KID症候群	
NANDO:1200622	[Shitei] Dorfman-Chanarin syndrome	Chanarin-Dorfman Syndrome	[指定] ドルフマン・シャナリン症候群	Dorfman-Chanarin症候群
NANDO:1200623	[Shitei] Neutral lipid storage disease with ichthyosis	Ichthyotic neutral lipid storage disease|NLSDI	[指定] 中性脂肪蓄積症	
NANDO:1200624	[Shitei] obsolete Multiple sulfatase deficiency		[指定] obsolete マルチプルスルファターゼ欠損症	多発性スルファターゼ欠損症
NANDO:1200625	[Shitei] Recessive X-linked ichtyosis		[指定] X連鎖性劣性魚鱗癬症候群	
NANDO:1200626	[Shitei] Ichthyosis, brittle hair, impaired intelligence, decreased fertility and short stature	IBID	[指定] IBID	
NANDO:1200627	[Shitei] Trichothiodystrophy		[指定] 硫黄欠乏性毛髪発育異常症	Trichothiodystrophy
NANDO:1200628	[Shitei] Ichthyosis follicularis		[指定] 毛包性魚鱗癬	
NANDO:1200629	[Shitei] obosolete CHILD syndrome	Congenital hemidysplasia with ichthyosiform nevus and limb defects	[指定] obsolete CHILD症候群	
NANDO:1200630	[Shitei] Conradi Hünermann Happle syndrome	Conradi Hunermann Happle syndrome	[指定] Conradi-Hünermann-Happle 症候群	Conradi-Hünermann-Happle症候群
NANDO:1200631	[Shitei] Benign familial pemphigus	Hailey-Hailey disease|Familial benign chronic pemphigus	[指定] 家族性良性慢性天疱瘡	ヘイリー・ヘイリー病
NANDO:1200632	[Shitei] Pemphigoid (including Epidermolysis bullosa acquisita)	Pemphigoid	[指定] 類天疱瘡	
NANDO:1200633	[Shitei] Bullous pemphigoid		[指定] 水疱性類天疱瘡	
NANDO:1200634	[Shitei] Mucous membrane pemphigoid		[指定] 粘膜類天疱瘡	
NANDO:1200635	[Shitei] Epidermolysis bullosa acquisita		[指定] 後天性表皮水疱症	
NANDO:1200636	[Shitei] Acquired idiopathic generalized anhidrosis	Idiopathic acquired systemic anhidrosis|Idiopathic pure sudomotor failure|AIGA	[指定] 特発性後天性全身性無汗症	
NANDO:1200637	[Shitei] Oculocutaneous albinism	OCA	[指定] 眼皮膚白皮症	
NANDO:1200638	[Shitei] Hermansky-Pudlak syndrome	HPS	[指定] ヘルマンスキー・パドラック症候群	Hermansky-Pudlak症候群
NANDO:1200639	[Shitei] obsolete Chédiak-Higashi syndrome	CHS	[指定] obsolete チェディアック・東症候群	
NANDO:1200640	[Shitei] Griscelli syndrome		[指定] グリセリ症候群	Griscelli症候群
NANDO:1200641	[Shitei] Non-syndromic oculocutaneous albinism		[指定] 非症候型眼皮膚白皮症	非症候性眼皮膚白皮症
NANDO:1200642	[Shitei] Pachydermoperiostosis	PDP	[指定] 肥厚性皮膚骨膜症	
NANDO:1200643	[Shitei] Pseudoxanthoma elasticum	PXE	[指定] 弾性線維性仮性黄色腫	PXE
NANDO:1200644	[Shitei] Marfan syndrome/Loeys-Dietz Syndrome	Marfan syndrome|Loeys-Dietz Syndrome	[指定] マルファン症候群／ロイス・ディーツ症候群	Marfan症候群|マルファン症候群
NANDO:1200645	[Shitei] Ehlers-Danlos Syndrome	EDS	[指定] エーラス・ダンロス症候群	
NANDO:1200646	[Shitei] Ehlers-Danlos syndrome, classical type	classical EDS	[指定] 古典型エーラス・ダンロス症候群	
NANDO:1200647	[Shitei] Ehlers-Danlos syndrome, hypermobility type	Hypermobile EDS	[指定] 関節型エーラス・ダンロス症候群	
NANDO:1200648	[Shitei] Ehlers-Danlos syndrome, vascular type	Vascular EDS	[指定] 血管型エーラス・ダンロス症候群	
NANDO:1200649	[Shitei] Ehlers-Danlos syndrome, kyphoscoliotic type	Kyphoscoliosis EDS	[指定] 後側彎型エーラス・ダンロス症候群	
NANDO:1200650	[Shitei] Ehlers-Danlos syndrome, arthrochalasis type	Arthrochalasia EDS	[指定] 多発関節弛緩型エーラス・ダンロス症候群	
NANDO:1200651	[Shitei] Ehlers-Danlos syndrome, dermatosparaxis type	Dermatosparaxis EDS	[指定] 皮膚脆弱型エーラス・ダンロス症候群	
NANDO:1200652	[Shitei] obsolete Dermatan 4-O-sulfotransferase 1 deficient Ehlers-Danlos syndrome		[指定] obsolete デルマタン4-O-硫酸基転移酵素-1欠損型エーラス・ダンロス症候群	
NANDO:1200653	[Shitei] Menkes disease		[指定] メンケス病	
NANDO:1200654	[Shitei] Occipital horn syndrome		[指定] オクシピタル・ホーン症候群	
NANDO:1200655	[Shitei] Wilson disease		[指定] ウィルソン病	Wilson病
NANDO:1200656	[Shitei] Hypophosphatasia		[指定] 低ホスファターゼ症	
NANDO:1200657	[Shitei] VATER syndrome	VATER association	[指定] VATER症候群	
NANDO:1200658	[Shitei] Nasu-Hakola disease		[指定] 那須・ハコラ病	
NANDO:1200659	[Shitei] Weaver syndrome		[指定] ウィーバー症候群	Weaver症候群
NANDO:1200660	[Shitei] Coffin-Lowry syndrome		[指定] コフィン・ローリー症候群	Coffin-Lowry症候群
NANDO:1200661	[Shitei] Joubert syndrome and related disorders	Cerebro-oculo-hepato-renal syndrome	[指定] ジュベール症候群関連疾患	
NANDO:1200662	[Shitei] Arima syndrome		[指定] 有馬症候群	
NANDO:1200663	[Shitei] Mowat-Wilson syndrome		[指定] モワット・ウィルソン症候群	Mowat-Wilson症候群
NANDO:1200664	[Shitei] Williams syndrome		[指定] ウィリアムズ症候群	Williams症候群
NANDO:1200665	[Shitei] ATR-X syndrome	Alpha-thalassemia/mental retardation syndrome|X-linked a-thalassemia/intellectual disability syndrome	[指定] ATR-X症候群	X連鎖αサラセミア・精神遅滞症候群
NANDO:1200666	[Shitei] Crouzon's syndrome	Crouzon syndrome	[指定] クルーゾン症候群	Crouzon症候群
NANDO:1200667	[Shitei] Apert syndrome		[指定] アペール症候群	Apert症候群
NANDO:1200668	[Shitei] Pfeiffer syndrome		[指定] ファイファー症候群	Pfeiffer症候群
NANDO:1200669	[Shitei] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[指定] アントレー・ビクスラー症候群	
NANDO:1200670	[Shitei] Coffin-Siris syndrome		[指定] コフィン・シリス症候群	Coffin-Siris症候群
NANDO:1200671	[Shitei] Rothmund-Thomson syndrome		[指定] ロスムンド・トムソン症候群	
NANDO:1200672	[Shitei] Kabuki syndrome		[指定] 歌舞伎症候群	
NANDO:1200673	[Shitei] Polysplenia syndrome		[指定] 多脾症候群	
NANDO:1200674	[Shitei] Asplenia syndrome		[指定] 無脾症候群	
NANDO:1200675	[Shitei] Branchio-oto-renal syndrome	BOR syndrome	[指定] 鰓耳腎症候群	BOR症候群
NANDO:1200676	[Shitei] Werner syndrome		[指定] ウェルナー症候群	
NANDO:1200677	[Shitei] Cockayne syndrome		[指定] コケイン症候群	Cockayne症候群
NANDO:1200678	[Shitei] Prader-Willi syndrome		[指定] プラダー・ウィリ症候群	Prader-Willi症候群
NANDO:1200679	[Shitei] Sotos syndrome		[指定] ソトス症候群	Sotos症候群
NANDO:1200680	[Shitei] Noonan syndrome		[指定] ヌーナン症候群	Noonan症候群
NANDO:1200681	[Shitei] Young-Simpson syndrome		[指定] ヤング・シンプソン症候群	Young-Simpson症候群
NANDO:1200682	[Shitei] 1p36 deletion syndrome		[指定] １ｐ36欠失症候群	
NANDO:1200683	[Shitei] 4p deletion syndrome	4p-syndrome|Wolf-Hirschhorn syndrome	[指定] 4p欠失症候群	ウォルフ・ヒルシュホーン症候群
NANDO:1200684	[Shitei] 5p deletion syndrome	5p-syndrome	[指定] 5p欠失症候群	5p-症候群
NANDO:1200685	[Shitei] Paternal uniparental disomy of chromosome 14	No. 14 chromosome father disomy syndrome|Kagami-Ogata syndrome|Paternal uniparental disomy 14	[指定] 第14番染色体父親性ダイソミー症候群	
NANDO:1200686	[Shitei] Angelman syndrome		[指定] アンジェルマン症候群	Angelman症候群
NANDO:1200687	[Shitei] Smith-Magenis syndrome		[指定] スミス・マギニス症候群	Smith-Magenis症候群
NANDO:1200688	[Shitei] 22q11.2 deletion syndrome	Chromosome 22q11.2 deletion syndrome	[指定] 22q11.2欠失症候群	
NANDO:1200689	[Shitei] Emanuel syndrome		[指定] エマヌエル症候群	
NANDO:1200690	[Shitei] Fragile X syndrome related diseases	Fragile X-associated tremor/ataxia syndrome|Fragile X-associated disorders|Fragile X syndrome and associated disorders	[指定] 脆弱Ｘ症候群関連疾患	
NANDO:1200691	[Shitei] Fragile X tremor/ataxia syndrome	FXTAS	[指定] 脆弱 X 随伴振戦/失調症候群	
NANDO:1200692	[Shitei] Fragile X syndrome		[指定] 脆弱X症候群	
NANDO:1200693	[Shitei] Truncus arteriosus communis		[指定] 総動脈幹遺残症	
NANDO:1200694	[Shitei] Truncus arteriosus communis type I	Type I truncus arteriosus communis	[指定] 総動脈幹遺残症I型	総動脈幹遺残症（I型）
NANDO:1200695	[Shitei] Truncus arteriosus communis type II		[指定] 総動脈幹遺残症II型	総動脈幹遺残症（II型）
NANDO:1200696	[Shitei] Truncus arteriosus communis type III		[指定] 総動脈幹遺残症III型	総動脈幹遺残症（III型）
NANDO:1200697	[Shitei] Truncus arteriosus communis type IV		[指定] 総動脈幹遺残症IV型	総動脈幹遺残症（IV型）
NANDO:1200698	[Shitei] Corrected transposition of great arteries	Corrected transposition of the great arteries	[指定] 修正大血管転位症	
NANDO:1200699	[Shitei] Complete transposition of the great arteries	Complete TGA	[指定] 完全大血管転位症	
NANDO:1200700	[Shitei] Complete transposition of the great arteries (Group1)		[指定] 完全大血管転位症I型	完全大血管転位症（I型）
NANDO:1200701	[Shitei] Complete transposition of the great arteries (Group2)		[指定] 完全大血管転位症II型	完全大血管転位症（II型）
NANDO:1200702	[Shitei] Complete transposition of the great arteries (Group3)		[指定] 完全大血管転位症III型	完全大血管転位症（III型）
NANDO:1200703	[Shitei] Complete transposition of the great arteries (Group4)		[指定] 完全大血管転位症IV型	完全大血管転位症（IV型）
NANDO:1200704	[Shitei] Single ventricle	Univentricular heart	[指定] 単心室症	
NANDO:1200705	[Shitei] Hypoplastic left heart syndrome		[指定] 左心低形成症候群	
NANDO:1200706	[Shitei] Tricuspid atresia		[指定] 三尖弁閉鎖症	
NANDO:1200707	[Shitei] Pulmonary atresia with intact ventricular septum	Pulmonary atresia without ventricular septum defect	[指定] 心室中隔欠損を伴わない肺動脈閉鎖症	
NANDO:1200708	[Shitei] Pulmonary atresia with ventricular septal defect		[指定] 心室中隔欠損を伴う肺動脈閉鎖症	極型ファロー四徴症
NANDO:1200709	[Shitei] Tetralogy of Fallot	Fallot's Tetralogy	[指定] ファロー四徴症	
NANDO:1200710	[Shitei] Double outlet right ventricle		[指定] 両大血管右室起始症	
NANDO:1200711	[Shitei] Ebstein's anomaly	Ebstein anomaly|Ebstein's malformation|Ebstein malformation	[指定] エプスタイン病	Ebstein病|Ebstein奇形
NANDO:1200712	[Shitei] Alport's syndrome	Alport syndrome	[指定] アルポート症候群	Alport症候群
NANDO:1200713	[Shitei] Galloway-Mowat syndrome		[指定] ギャロウェイ・モワト症候群	Galloway-Mowat症候群
NANDO:1200714	[Shitei] Rapidly progressive glomerulonephritis	Crescentic glomerulonephritis	[指定] 急速進行性糸球体腎炎	
NANDO:1200715	[Shitei] MPO-ANCA positive rapidly progressive glomerulonephritis	MPO-ANCA associated crescentic glomerulonephritis	[指定] 急速進行性糸球体腎炎（MPO-ANCA陽性）	
NANDO:1200716	[Shitei] PR3-ANCA positive rapidly progressive glomerulonephritis		[指定] 急速進行性糸球体腎炎（PR3-ANCA陽性）	
NANDO:1200717	[Shitei] Anti-GBM rapidly progressive glomerulonephritis		[指定] 急速進行性糸球体腎炎（抗GBM抗体陽性）	
NANDO:1200718	[Shitei] Goodpasture syndrome	Anti-glomerular basement membrane disease|Anti-GBM nephritis	[指定] 抗糸球体基底膜腎炎	グッドパスチャー症候群|Goodpasture症候群
NANDO:1200719	[Shitei] Primary nephrotic syndrome		[指定] 一次性ネフローゼ症候群	
NANDO:1200720	[Shitei] Minimal change nephrotic syndrome	MCNS	[指定] 微小変化型ネフローゼ症候群	
NANDO:1200721	[Shitei] Membranous nephropathy		[指定] 膜性腎症	
NANDO:1200722	[Shitei] Focal segmental glomerulosclerosis	FSGS	[指定] 巣状分節性糸球体硬化症	
NANDO:1200723	[Shitei] Crescentic glomerulonephritis		[指定] 半月体形成性糸球体腎炎	
NANDO:1200724	[Shitei] Endocapillary proliferative glomerulonephritis		[指定] 管内増殖性糸球体腎炎	
NANDO:1200725	[Shitei] Primary membranoproliferative glomerulonephritis	Primary MPGN	[指定] 一次性膜性増殖性糸球体腎炎	
NANDO:1200726	[Shitei] Primary membranoproliferative glomerulonephritis type I	MPGN type I	[指定] 一次性膜性増殖性糸球体腎炎I型	
NANDO:1200727	[Shitei] Slight mesangial proliferative  glomerulonephritis	Mild MesPGN	[指定] メサンギウム細胞軽度増殖性糸球体腎炎	
NANDO:1200728	[Shitei] Moderate mesangial proliferative  glomerulonephritis	Moderate MesPGN	[指定] 中等度メサンギウム細胞増殖性糸球体腎炎	
NANDO:1200729	[Shitei] Chronic focal membranoproliferative glomerulonephritis type I	Chronic, focal MPGN type I	[指定] 慢性・巣状型膜性増殖性糸球体腎炎	
NANDO:1200730	[Shitei] Acute focal membranoproliferative glomerulonephritis type I	Acute, focal MPGN type I	[指定] 急性・巣状型膜性増殖性糸球体腎炎	
NANDO:1200731	[Shitei] Chronic diffuse moderate membranoproliferative glomerulonephritis type I	Chronic, diffuse, moderate MPGN type I	[指定] 軽度慢性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200732	[Shitei] Chronic diffuse non-lobular glomerulonephritis type I	Chronic, diffuse, non-lobular MPGN type I	[指定] 非分葉型慢性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200733	[Shitei] Chronic diffuse moderate membranoproliferative glomerulonephritis type I	Chronic, diffuse, moderate MPGN type I	[指定] 中等度慢性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200734	[Shitei] Acute diffuse endocapillary membranoproliferative glomerulonephritis type I	Acute, diffuse, endocapillary MPGN type I	[指定] 管内増殖型急性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200735	[Shitei] Acute diffuse moderate membranoproliferative glomerulonephritis type I	Acute, diffuse, moderate MPGN type I	[指定] 中等度急性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200736	[Shitei] Acute diffuse marked membranoproliferative glomerulonephritis type I	Acute diffuse, marked MPGN type I	[指定] 高度急性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200737	[Shitei] Lobular membranoproliferative glomerulonephritis type I	Lobular MPGN type I	[指定] 分葉型膜性増殖性糸球体腎炎	
NANDO:1200738	[Shitei] End-stage membranoproliferative glomerulonephritis type I	End stage MPGN type 1	[指定] 終末期型膜性増殖性糸球体腎炎	
NANDO:1200739	[Shitei] Primary membranoproliferative glomerulonephritis type II	Dense deposit disease|MPGN type II	[指定] 一次性膜性増殖性糸球体腎炎II型	デンスデポジット病
NANDO:1200740	[Shitei] Primary membranoproliferative glomerulonephritis type III	MPGN type III	[指定] 一次性膜性増殖性糸球体腎炎III型	
